title,url,source,published_date,keyword,date
“西融人才”共同见证“西融·人才港”正式启用 - Sohu,https://news.google.com/rss/articles/CBMihwFBVV95cUxOQWJhLTVJQmMzbTNVREhUSHJPc2tpZTNaZ0Zka2x2aVE2LWVscndTbHlYaXBEY0Zyc1oycUJVZVhiZzhEMy1tZk9odzc0Uk5WYlg5ZXVpUEE1UnNBQ3V3aHlNd1puaHktMWs5UDQ1OHZLRGpYUlEwUUgxTXBZaW5RQ19UQktWVHM?oc=5&hl=en-US&gl=US&ceid=US:en,Sohu,"Thu, 05 Feb 2026 14:43:42 GMT",人才政策,2026-02-06
百万年薪揽才！横琴赴广州开展“百万英才汇南粤” 专题招聘 - MSN,https://news.google.com/rss/articles/CBMimARBVV95cUxQU04xb3NDQzB0bTIzc0NTc2VYY1NrelYyUjdyT2ZWRTNWVXpsZ1liYzVJYzhYcDg1LThacHZMSmdPSGJNU01KZnMwTEEzS2FHQzJnZ3c4Rk9RazNGVHdFTHp1WTM3amlkZjRnQzVpRVRVMU96b2hMbkw3TTFwcWRQQmNfZ045VHp0YmtaTWREWUxRcjJRbjczT1NyYjR1TV9QMUxIQjA4YU13MWVhX25tcWFQTHZLRXdNR1BPZnhmVVJwdG9jcFR5REg4Q3pzOUJqRFVXdUNzaGQwT1hyN1hqcFpoMHF6alpXdVJKREFReFRranBCcjRSTW1HWW1Td0tOMEtxZWN5c2JJY2JXWlZPSTgzT3J5SllBQlZBM0xDMmMyWVFxNHVCZV9seV92aGxNV0p1Nk1HYlhKS0lFdUNMX21oa1R4ejBLanREaXctLTR6VWVhUlZmRUtCLUMyODR6WmFzRVl4b0JSbmFVcFhZLThrQWJlcGZOalJhaXRwZjdLNGpRYmZfel9XYWRiWlZwMnIxTk9jcEd1V0ozeUpBZXM5M0hBYWtWbWZhNTVzMDM4V3NMWWZ4clBOaHFESTJGUm0tWEt2VGpjdXd0SUlUa1BESHhhUk8xVWlBY0pOZW4yN21jZXlfU1ZDZGprTDJ0XzJxU3NFc3NZLXAtNjR4VXVMMHByVHhfLW1tTy1fNnJxdjB3TjZ5ZQ?oc=5&hl=en-US&gl=US&ceid=US:en,MSN,"Wed, 04 Feb 2026 20:29:24 GMT",人才政策,2026-02-06
养和医疗及香港理工签订培训协议 课程提供实习机会接通教学临床 - 香港01,https://news.google.com/rss/articles/CBMiywNBVV95cUxNZkdaZmxsZ210NnVocDN2eFNnUkt0T2NSVzU3Z1MyOGhpelJMZ3JtbHhibjk1LUNuMkxNa1d3QVE3LS1uUG9GTHl6aTdHb1dPTTl5X1V3dkRWU3R3bFBtZEVPM0pLRHROdGptcUV0Y3NRRi05RUhrTDZVOXRRbzdBcDlDU3VySWNFMEJnd1o1eE9BU3BaQ044U2lkYWhWeVZSc1Nyb2ZXRVVRZ3JFYkU5RHB2bzFMbUFaVnFmV1VreGVRU25QSHJyRFJreHpCMVpEbEd0bVZaWlc1bUZnV2tUX1RfYUVFakI0TXMxOGJiRlp1OXBhMmVNZHJadWRaakZYS1diMUVBbi0tM0U3UmQwVV81OWVweTRhckl0Q2cwdFFDTFBvN2IzSS1tenFsUFh6YmdPUjl4Q3hROGx5SWRyamFNSTZNSFJPVXU5bm1sSmFYNVhhTDdoOHhKRV9kTnpZNVpjakhoQUVBM1lJTnZvdVRrRTdILW9zYnhKc2xSZGdhc1QyeUd0Vjl5VFZ5V1BlRXlJZUFPcVl2c1VZbWF2M0RMMV8tSHduaENXYlJGMEx5RDUybTdRWDhUeG4yU0VSM3kyU1JnYzliUE0?oc=5&hl=en-US&gl=US&ceid=US:en,香港01,"Thu, 05 Feb 2026 11:11:00 GMT",人才政策,2026-02-06
“海聚济南 泉涌未来”留学英才新春分享会举办 - 网易,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9hQUlaQXltMXEzbm5PVnBRYjFuN0RaVjlyUzByUnpQSkJzenktRm5SekdRSGx3WmM0TW53VUhDeGN5TGotSlJjY0pBU0pUdHBQY21HWWxHTG1MUGlJSWZVU3p3?oc=5&hl=en-US&gl=US&ceid=US:en,网易,"Thu, 05 Feb 2026 00:47:43 GMT",人才政策,2026-02-06
聚焦2026济南区县两会 | 2026年，济南市莱芜区聚焦优化创新创业生态，全力激活内生发展动力源 - 网易,https://news.google.com/rss/articles/CBMiYkFVX3lxTE14MHRTSlVBcW4zWEVSa1JBWnpCSHc0LXNZSWNzWlpkZzJsU1lpYkg5QnA2eVpEQnBUX1V5S2V6OC1WTTlXR2hxczBZcEhmYXpYLVBtYlF2NnRxNk0tRldrTkln?oc=5&hl=en-US&gl=US&ceid=US:en,网易,"Wed, 04 Feb 2026 23:31:20 GMT",人才政策,2026-02-06
【欧美君说】蔡元培留学归国后的大学教育改革故事 - chinanews.com.cn,https://news.google.com/rss/articles/CBMidkFVX3lxTFBSZUgzT05xanU1Wnl3aWdYZ1ptZURNYmk5dklYWGlGN3Y5WFBDTHV4ZFRyemtpT0RQaGRRUzh4ZlhRS3NZUmtOcU55amtiTWVjUEtkNkhIeG1UTW1SMlBqX3YwR2FBbnhCR0FkY1lOQ3RQT2p1WEE?oc=5&hl=en-US&gl=US&ceid=US:en,chinanews.com.cn,"Thu, 05 Feb 2026 01:05:00 GMT",教育改革,2026-02-06
郑庆华代表：成立上海市工程智能课程联盟，推进新工科教育改革 - 新浪网,https://news.google.com/rss/articles/CBMieEFVX3lxTFBnWVpTVTc5cTJxYlVDTVZlNF9IZkJVYzc3YjNHb2F1SXNvM2k1T2Q5UVZwWXZmUnNodTR2TUVYUl9XUkpHZnNuODFpYUJRWlNHOUxNdXFlbmhnNUNyX0F1UkR0SGFlTmhTbDh6djk4X0luWnlaSkxidw?oc=5&hl=en-US&gl=US&ceid=US:en,新浪网,"Thu, 05 Feb 2026 08:02:00 GMT",教育改革,2026-02-06
上海政协委员：取消中高考是早晚的事 教育改革迫在眉睫 - 中华网,https://news.google.com/rss/articles/CBMicEFVX3lxTE8tZFYtLWFJY19XQnduekdiSnlPMnAzSi1XVFgwOEtselRWbF96TGVUdmduRkhFNFIzV3JLbFRHSUFUemlNWXRzYzd5RFZISEd0WnlEcDBVV2pjQmNSdnpZYnlNb3piaHlHd2FKVUxxa1U?oc=5&hl=en-US&gl=US&ceid=US:en,中华网,"Thu, 05 Feb 2026 02:35:44 GMT",教育改革,2026-02-06
让优质教育扎根生长 - 新浪网,https://news.google.com/rss/articles/CBMimAFBVV95cUxNUzJiM1dWSENvM0F2RzlWRDZYMGZpYUFrcUhsRTBWRi1PTEE4Z3VMcTU2Mm5NV1RVT2VHNmlsQlF2WUstb3pLQnN5dFJoZjlOcmVTTFBmNUZhSWRxa3d3MHNTOXFrdV9uUm1nWHpURmxJVWJlMjZXdGhpbnI3VDJXQ05oSDltNHc5NUQ1cXBHSTljRGZhRHlINg?oc=5&hl=en-US&gl=US&ceid=US:en,新浪网,"Wed, 04 Feb 2026 22:49:04 GMT",教育改革,2026-02-06
规范办学 激发创新 - 人民网,https://news.google.com/rss/articles/CBMiakFVX3lxTE1BWkZJUmE5cHJZM2paZ0FmcTRId3B4RXRxZEc4R0drbFlnMktjbmJ4TGFlaUN3LTNjUDNFRTdmcVQ3WldhbWdpUWh2eHd3bW9yeXFULWlRUkVpOW5rSjlFNDNGdi1qcmw2TFE?oc=5&hl=en-US&gl=US&ceid=US:en,人民网,"Thu, 05 Feb 2026 00:35:00 GMT",教育改革,2026-02-06
AI时代教育当何为 - eeo.com.cn,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBkeXMxTGhtVWJVTzV4T3RiTUFrcTdVdnZBSW5QNXdmWFBQNUFEQm8wMVJiNVcwWXRqSVBWY1N1Zm1lYkNHS05jWnhhMElMTExERHMwcVdyTQ?oc=5&hl=en-US&gl=US&ceid=US:en,eeo.com.cn,"Thu, 05 Feb 2026 03:33:00 GMT",教育改革,2026-02-06
绵阳市实验中学举行推动义教改革实验区建设大会暨2025年秋城南学区灵性大讲堂活动 - myrb.net,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1odk9mNXVEUExScW5PdlNtalQtVkd5SGhkSE13dlY5eWFJVERMNno4RWhMOVFfRk9MZ1Ribi00RkpYVjJXRWt2LTE5WDFGY25JdVBsalhJek9HbGFf?oc=5&hl=en-US&gl=US&ceid=US:en,myrb.net,"Thu, 05 Feb 2026 08:27:00 GMT",教育改革,2026-02-06
风声：中考退出历史舞台？ - 红歌会网,https://news.google.com/rss/articles/CBMicEFVX3lxTE9XeFh3eE1raGwyU01JNUpTUm1DLVAxNGtwV1FVaDJsTkh4WU9WeVFzeFd3cmI2ZXJySHV6endyZjZHZWNEWUpwUWhHWnRXLVJGeExkQkVHTTJpdU5BOERwZUFORGhSbUJvYnlVR0dSTGg?oc=5&hl=en-US&gl=US&ceid=US:en,红歌会网,"Thu, 05 Feb 2026 00:12:45 GMT",教育改革,2026-02-06
委员称取消中高考是早晚的事，现在的考试很大程度是伪考试，你怎么看？ - 风闻,https://news.google.com/rss/articles/CBMidEFVX3lxTFBWeDY2eUFBSGVGSHJhWW9sRF9Eb0NOWXp3VkxnREhfVVFScEJTcGh6Wm5iZlNCTkYzTmN6cWJzLXMxam14c1czcWhySU85YWNELWFrbzl5TEdnRkVUQTBEYmVKalFTeUtnN3BwSE5pQnBNMTFD?oc=5&hl=en-US&gl=US&ceid=US:en,风闻,"Thu, 05 Feb 2026 01:20:20 GMT",教育改革,2026-02-06
上海政协委员:取消中高考是早晚的事 教育改革迫在眉睫 - 中华网,https://news.google.com/rss/articles/CBMicEFVX3lxTE00ekVsc0xueXJrVldPNHJ3STZZVWRmR0VTQTYwY1Jud0s2dGxvQkJ1WnFIMThwQ2VSVjdjLWlHcThmdFIxVDFzbzNLV01NdkUtMVp2ZTJUOHpYZGZkcE4yUkNXU2hBOXFrajNkc0FoSmw?oc=5&hl=en-US&gl=US&ceid=US:en,中华网,"Thu, 05 Feb 2026 04:04:35 GMT",教育改革,2026-02-06
国家级认可!中国东方教育六门课程获评“优质课堂” - MSN,https://news.google.com/rss/articles/CBMi8gNBVV95cUxPdXhXZ2RlcF9fWmNTMDZzX0FuTjBBclMxMjQ0RTBRenFMdlpSZGE5cVBZcUFWQWV6TkpjOUE0VDctV3BHdXhhWnZZVFlEakhvR1Foa2c0d19mYmxXOTcwcVlWN2EwbGFaQU50TFl1Z2NxV3NiQ1RzRTZQUHZxcWVHRng2VFJnV0lFLV9UVDE4ZVRxbDhNaFNCdV9HTnpKZkVzMGRfaUljeVdOWUc4cDVTX0JvRHVwNkFkTk80ZVlreW5ESnhvcUhqWjFBTmgyNFoyWDhNN0VGcldXUk9qMnJ0NldKN1Q1eXVVNVlRZ1VRc0dpMUhqQkw3dkkzYkQ2Y2JiX3N5ekxmVG1hRTJreVU5WTFCZ3h4RWd0c0hDdmpXbEY3SHVVVDVFNnpJcC13MUZZMmFtdVdNUDJPbTltNGNqTm5uN2xmSnJLb3JOMEJzcnpJZi1iWWZjUFVwNThIUnphR0szN3FwbkxDZGZwMzRyRHFmN2ltOVgwYVp3cm40TmRkTmx4aExXV0tBd0lzejNQR0NZNURvSl9nVHBqZkktV3MtbXVfVm5IbkpTZHdWWDBYNFRMMHo5czRJRFBhdHhIRlcwVTM2Rm9hMnhDNFNRdFdHSUpjSkVUWjBwZ092clI0QW5acVUzbTlpSi1FWWxaeGc?oc=5&hl=en-US&gl=US&ceid=US:en,MSN,"Thu, 05 Feb 2026 17:05:10 GMT",教育改革,2026-02-06
评论丨“取消中高考是早晚的事”引热议，人们在担忧什么？ - Sohu,https://news.google.com/rss/articles/CBMijgFBVV95cUxOMjJaTk1WSE13WUtjd1lucU5WQ3p6Q1BKUko2OFhiR2NjNDBzbHNwaVNPUU5Tb0hjbXRvZlVCeFZlQjAyaEFLZlp5ak1ERFpKR1Vxdnp5eG5BRkJwYnpra1llSEdvbXRDR2lZSGpuMmVGN1pScUlsSHdkWkVhX2tCRlZhU21heWo3aE82ZTdB?oc=5&hl=en-US&gl=US&ceid=US:en,Sohu,"Thu, 05 Feb 2026 08:35:54 GMT",教育改革,2026-02-06
取消中高考是早晚的事？这一建议戳中多少教育痛点 - 新浪网,https://news.google.com/rss/articles/CBMifkFVX3lxTFA2aGloVi0zbXhuc0Vza3FqRWNxcEtqU0NFRzlMeElJUzJNRzM4XzR1OWtGb1M3bnhIT0h4YnBrdnZ0b19qQ1pLQXJuU3ZBRjZOc20tVWQxRVc1QXl6X2dYY2lSdUF3d3BHWXBKNU1QcUIyYW5LVk5LQXRmOXlRUQ?oc=5&hl=en-US&gl=US&ceid=US:en,新浪网,"Thu, 05 Feb 2026 02:21:00 GMT",教育改革,2026-02-06
柬加深化教育领域合作 探讨建立留加校友会机制 - 柬华日报,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9BTVk2S0tVU0p1ZURaX0JrLW4xNDhnbXhFamVwbThxSnVkelB2R0o3OUR3QWFQS19GMkVCX2pUNGlBMmlFT0I3S3ctckNjaGJOeUpDc3laYw?oc=5&hl=en-US&gl=US&ceid=US:en,柬华日报,"Thu, 05 Feb 2026 03:20:08 GMT",教育改革,2026-02-06
何忠友在兵团教育局调研座谈 - Sohu,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPTVNtdkFTR3BoLWNUenoyUkRCanNlNzk4LWVWZ1pRZGo5WE5rdk1saFlmZjVrOHRoNEZKdVFpUzhCbldEODZTekdnNVpYM1kxclBfSWlBVF8wUnZLYUhuSE83LTl0MVd1VlN2Y0ZXYTFTWDFmN2M0eTNTRGpXM01ScXJwUjFVbzBzUmxz?oc=5&hl=en-US&gl=US&ceid=US:en,Sohu,"Thu, 05 Feb 2026 08:14:34 GMT",教育改革,2026-02-06
媒体评取消中高考是早晚的事引热议：一场触及教育本质的热议风暴 - 中华网,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5YLV9xbGlZQWFmSzNXUEVKLU53cktaUGw3ZHI0REtBQXZWUGYzUlN3WUwtaU5wRlpiZ3FaRUhPbUtLX0EwNHVwb1B4ZGtqTmF0eTloNQ?oc=5&hl=en-US&gl=US&ceid=US:en,中华网,"Thu, 05 Feb 2026 09:32:00 GMT",教育改革,2026-02-06
“取消中高考是早晚的事” 网友吵翻 - Sohu,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOTTdZVW85cG1wVEZXU0h5UUFfdTdxX3BWbEktX3pSOVNLeE5nSVNRYUtrY01kTzZidnl4XzBSU25oSU1zRVNwUzhjWFZ5bWVfVlhZVkx4eEFRN2tUSGxJa3VFQUtVeWdoV19VOGdSMWI5TjhCN2djZXRCa1loNE0xdjBxd0dpcHZJdTBJ?oc=5&hl=en-US&gl=US&ceid=US:en,Sohu,"Thu, 05 Feb 2026 07:41:11 GMT",教育改革,2026-02-06
岁岁常欢愉 年年皆暖意 郑州市第十一中学开展春节慰问退休老同志活动 - 郑州教育信息网,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5Dc1Fsc0tvVlc3WXFaeEJoUi1RdExxWUNtaXY0R1QwZld4U0RlLTVZZXZnSVlKQzhGNkFCekNaM0w2VTRqVU9qWTN0LWRRSFJmcDRnT1BfRy1ScV9DWmc?oc=5&hl=en-US&gl=US&ceid=US:en,郑州教育信息网,"Thu, 05 Feb 2026 08:15:41 GMT",教育改革,2026-02-06
科启新智，研铸菁华 2025年荆州市教育科研成果全景展示 - 荆楚网,https://news.google.com/rss/articles/CBMibkFVX3lxTE1TTnl1ZmlQa3FBbVQ1cnJMVlJTTERwcEpkNzNUVktiSlRZaVpPSUROaklTVzZQbEM5bmVJTUVjZlBieTlWQ212aVpPMDJqU19nTzlEXy1oT2RBNzVudUluMzdxVkN5aEdENjFQVEFB?oc=5&hl=en-US&gl=US&ceid=US:en,荆楚网,"Thu, 05 Feb 2026 10:02:00 GMT",教育改革,2026-02-06
